,BoroCode,OfnsDesc,CrimeCount
0,1,ROBBERY,2193
1,1,FORGERY,1404
2,1,INTOXICATED & IMPAIRED DRIVING,1503
3,1,ALCOHOLIC BEVERAGE CONTROL LAW,119
4,1,FRAUDULENT ACCOSTING,117
5,1,MOVING INFRACTIONS,115
6,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),111
7,1,NEW YORK CITY HEALTH CODE,107
8,1,MURDER & NON-NEGL. MANSLAUGHTER,142
9,1,INTOXICATED/IMPAIRED DRIVING,103
10,1,GAMBLING,482
11,1,CRIMINAL MISCHIEF & RELATED OF,48
12,1,OTHER STATE LAWS (NON PENAL LAW),2445
13,1,OFFENSES AGAINST PUBLIC SAFETY,38
14,1,DANGEROUS WEAPONS,2522
15,1,FELONY ASSAULT,2526
16,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,2642
17,1,MISCELLANEOUS PENAL LAW,1964
18,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2656
19,1,RAPE,151
20,1,ADMINISTRATIVE CODE,1180
21,1,F.C.A. P.I.N.O.S.,439
22,1,DISORDERLY CONDUCT,497
23,1,PROSTITUTION & RELATED OFFENSES,498
24,1,OFFENSES AGAINST THE PERSON,431
25,1,FORCIBLE TOUCHING,426
26,1,POSSESSION OF STOLEN PROPERTY 5,414
27,1,POSSESSION OF STOLEN PROPERTY,368
28,1,BURGLARY,1222
29,1,FRAUDS,344
30,1,OFFENSES INVOLVING FRAUD,665
31,1,OTHER TRAFFIC INFRACTION,982
32,1,OFF. AGNST PUB ORD SENSBLTY &,178
33,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1007
34,1,OTHER STATE LAWS (NON PENAL LA,175
35,1,GRAND LARCENY OF MOTOR VEHICLE,168
36,1,THEFT-FRAUD,157
37,1,BURGLAR'S TOOLS,316
38,1,HARRASSMENT 2,27
39,1,SEX CRIMES,468
40,1,OTHER STATE LAWS,8015
41,1,VEHICLE AND TRAFFIC LAWS,4957
42,1,ESCAPE 3,5
43,1,ANTICIPATORY OFFENSES,25
44,1,CHILD ABANDONMENT/NON SUPPORT 1,6
45,1,ADMINISTRATIVE CODES,6
46,1,CHILD ABANDONMENT/NON SUPPORT,2
47,1,LOITERING FOR DRUG PURPOSES,10
48,1,GRAND LARCENY,4032
49,1,ENDAN WELFARE INCOMP,12
50,1,ARSON,12
51,1,KIDNAPPING & RELATED OFFENSES,12
52,1,ASSAULT 3 & RELATED OFFENSES,6488
53,1,HOMICIDE-NEGLIGENT-VEHICLE,2
54,1,OFFENSES RELATED TO CHILDREN,3
55,1,DANGEROUS DRUGS,14709
56,1,PETIT LARCENY,9693
57,1,JOSTLING,17
58,1,LOITERING,17
59,1,DISRUPTION OF A RELIGIOUS SERVICE,1
60,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",19
61,1,OTHER OFFENSES RELATED TO THEFT,11034
62,1,CRIMINAL TRESPASS,3099
63,2,F.C.A. P.I.N.O.S.,324
64,2,RAPE,203
65,2,OFFENSES INVOLVING FRAUD,236
66,2,HOMICIDE-NEGLIGENT-VEHICLE,1
67,2,GRAND LARCENY OF MOTOR VEHICLE,246
68,2,POSSESSION OF STOLEN PROPERTY 5,274
69,2,CHILD ABANDONMENT/NON SUPPORT,2
70,2,GAMBLING,306
71,2,FRAUDS,420
72,2,ABORTION,1
73,2,OFFENSES AGAINST THE PERSON,403
74,2,MURDER & NON-NEGL. MANSLAUGHTER,318
75,2,OTHER TRAFFIC INFRACTION,322
76,2,POSSESSION OF STOLEN PROPERTY,256
77,2,HARRASSMENT 2,24
78,2,OFF. AGNST PUB ORD SENSBLTY &,154
79,2,DISRUPTION OF A RELIGIOUS SERVICE,3
80,2,ARSON,20
81,2,OFFENSES AGAINST PUBLIC SAFETY,28
82,2,KIDNAPPING & RELATED OFFENSES,17
83,2,CRIMINAL MISCHIEF & RELATED OF,41
84,2,DISORDERLY CONDUCT,49
85,2,FRAUDULENT ACCOSTING,17
86,2,THEFT-FRAUD,57
87,2,ALCOHOLIC BEVERAGE CONTROL LAW,79
88,2,BURGLAR'S TOOLS,84
89,2,FORCIBLE TOUCHING,183
90,2,OFFENSES RELATED TO CHILDREN,85
91,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",14
92,2,ADMINISTRATIVE CODE,12
93,2,CHILD ABANDONMENT/NON SUPPORT 1,12
94,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),124
95,2,OTHER STATE LAWS (NON PENAL LA,129
96,2,ENDAN WELFARE INCOMP,8
97,2,INTOXICATED/IMPAIRED DRIVING,149
98,2,ESCAPE 3,5
99,2,JOSTLING,3
100,2,MOVING INFRACTIONS,15
101,2,DANGEROUS DRUGS,15585
102,2,ANTICIPATORY OFFENSES,1
103,2,OTHER STATE LAWS (NON PENAL LAW),492
104,2,VEHICLE AND TRAFFIC LAWS,3998
105,2,DANGEROUS WEAPONS,3544
106,2,BURGLARY,858
107,2,INTOXICATED & IMPAIRED DRIVING,910
108,2,OTHER OFFENSES RELATED TO THEFT,6498
109,2,SEX CRIMES,652
110,2,MISCELLANEOUS PENAL LAW,1517
111,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3351
112,2,FORGERY,854
113,2,GRAND LARCENY,1272
114,2,PETIT LARCENY,4895
115,2,CRIMINAL TRESPASS,2919
116,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2506
117,2,OTHER STATE LAWS,2739
118,2,ASSAULT 3 & RELATED OFFENSES,9676
119,2,PROSTITUTION & RELATED OFFENSES,443
120,2,ROBBERY,2787
121,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1211
122,2,FELONY ASSAULT,3837
123,3,OTHER STATE LAWS (NON PENAL LA,141
124,3,NEW YORK CITY HEALTH CODE,138
125,3,BURGLARY,1400
126,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",10
127,3,OFF. AGNST PUB ORD SENSBLTY &,141
128,3,INTOXICATED & IMPAIRED DRIVING,1533
