,SchoolDist,OfnsDesc,CrimeCount
0,1,POSSESSION OF STOLEN PROPERTY,14
1,1,PROSTITUTION & RELATED OFFENSES,7
2,1,CRIMINAL TRESPASS,505
3,1,OTHER TRAFFIC INFRACTION,57
4,1,DANGEROUS DRUGS,1361
5,1,OFF. AGNST PUB ORD SENSBLTY &,20
6,1,INTOXICATED & IMPAIRED DRIVING,66
7,1,OTHER STATE LAWS (NON PENAL LA,9
8,1,FELONY ASSAULT,184
9,1,MISCELLANEOUS PENAL LAW,183
10,1,MURDER & NON-NEGL. MANSLAUGHTER,10
11,1,ASSAULT 3 & RELATED OFFENSES,597
12,1,JOSTLING,1
13,1,LOITERING FOR DRUG PURPOSES,1
14,1,F.C.A. P.I.N.O.S.,7
15,1,BURGLARY,77
16,1,OFFENSES RELATED TO CHILDREN,1
17,1,OFFENSES INVOLVING FRAUD,24
18,1,ADMINISTRATIVE CODE,23
19,1,GRAND LARCENY,165
20,1,GRAND LARCENY OF MOTOR VEHICLE,14
21,1,DANGEROUS WEAPONS,147
22,1,OTHER STATE LAWS (NON PENAL LAW),125
23,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,88
24,1,DISORDERLY CONDUCT,21
25,1,ROBBERY,117
26,1,GAMBLING,19
27,1,BURGLAR'S TOOLS,19
28,1,FORCIBLE TOUCHING,20
29,1,MOVING INFRACTIONS,1
30,1,THEFT-FRAUD,7
31,1,FRAUDS,19
32,1,RAPE,6
33,1,FORGERY,42
34,1,ARSON,3
35,1,CRIMINAL MISCHIEF & RELATED OFFENSES,280
36,1,POSSESSION OF STOLEN PROPERTY 5,41
37,1,VEHICLE AND TRAFFIC LAWS,274
38,1,OTHER OFFENSES RELATED TO THEFT,346
39,1,FRAUDULENT ACCOSTING,4
40,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,239
41,1,PETIT LARCENY,298
42,1,OFFENSES AGAINST THE PERSON,34
43,1,INTOXICATED/IMPAIRED DRIVING,3
44,1,OTHER STATE LAWS,265
45,1,CRIMINAL MISCHIEF & RELATED OF,4
46,1,ENDAN WELFARE INCOMP,2
47,1,OFFENSES AGAINST PUBLIC SAFETY,3
48,1,SEX CRIMES,31
49,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
50,1,ALCOHOLIC BEVERAGE CONTROL LAW,2
51,1,HARRASSMENT 2,4
52,2,ALCOHOLIC BEVERAGE CONTROL LAW,14
53,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",6
54,2,ESCAPE 3,3
55,2,BURGLARY,705
56,2,LOITERING,17
57,2,THEFT-FRAUD,119
58,2,FORGERY,764
59,2,KIDNAPPING & RELATED OFFENSES,4
60,2,DANGEROUS WEAPONS,782
61,2,MISCELLANEOUS PENAL LAW,784
62,2,ARSON,4
63,2,CRIMINAL MISCHIEF & RELATED OF,19
64,2,DISORDERLY CONDUCT,380
65,2,FRAUDULENT ACCOSTING,104
66,2,FRAUDS,128
67,2,F.C.A. P.I.N.O.S.,374
68,2,JOSTLING,12
69,2,PROSTITUTION & RELATED OFFENSES,410
70,2,CHILD ABANDONMENT/NON SUPPORT 1,2
71,2,POSSESSION OF STOLEN PROPERTY 5,224
72,2,BURGLAR'S TOOLS,221
73,2,POSSESSION OF STOLEN PROPERTY,215
74,2,OFFENSES INVOLVING FRAUD,533
75,2,HARRASSMENT 2,8
76,2,ADMINISTRATIVE CODE,555
77,2,ANTICIPATORY OFFENSES,9
78,2,SEX CRIMES,156
79,2,OTHER TRAFFIC INFRACTION,559
80,2,FORCIBLE TOUCHING,291
81,2,ENDAN WELFARE INCOMP,5
82,2,OFFENSES RELATED TO CHILDREN,1
83,2,ADMINISTRATIVE CODES,1
84,2,DISRUPTION OF A RELIGIOUS SERVICE,1
85,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,418
86,2,INTOXICATED & IMPAIRED DRIVING,647
87,2,LOITERING FOR DRUG PURPOSES,3
88,2,OFFENSES AGAINST PUBLIC SAFETY,10
89,2,OFFENSES AGAINST THE PERSON,196
90,2,PETIT LARCENY,6923
91,2,DANGEROUS DRUGS,4058
92,2,GRAND LARCENY OF MOTOR VEHICLE,34
93,2,CRIMINAL TRESPASS,969
94,2,INTOXICATED/IMPAIRED DRIVING,31
95,2,ASSAULT 3 & RELATED OFFENSES,2411
96,2,ROBBERY,976
97,2,CRIMINAL MISCHIEF & RELATED OFFENSES,1275
98,2,RAPE,26
99,2,MURDER & NON-NEGL. MANSLAUGHTER,43
100,2,OFF. AGNST PUB ORD SENSBLTY &,68
101,2,FELONY ASSAULT,903
102,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),32
103,2,MOVING INFRACTIONS,94
104,2,OTHER STATE LAWS (NON PENAL LA,82
105,2,GAMBLING,26
106,2,OTHER STATE LAWS,5357
107,2,OTHER STATE LAWS (NON PENAL LAW),1766
108,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,989
109,2,VEHICLE AND TRAFFIC LAWS,1820
110,2,NEW YORK CITY HEALTH CODE,59
111,2,OTHER OFFENSES RELATED TO THEFT,6436
112,2,GRAND LARCENY,2940
113,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
114,3,ARSON,1
115,3,ESCAPE 3,1
116,3,GRAND LARCENY,308
117,3,HARRASSMENT 2,5
118,3,CRIMINAL TRESPASS,294
119,3,OTHER STATE LAWS (NON PENAL LA,8
120,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,270
121,3,OTHER TRAFFIC INFRACTION,56
122,3,DANGEROUS DRUGS,1520
123,3,VEHICLE AND TRAFFIC LAWS,495
124,3,FRAUDULENT ACCOSTING,2
125,3,JOSTLING,2
126,3,FELONY ASSAULT,209
127,3,ROBBERY,204
128,3,FRAUDS,33
129,3,OFFENSES AGAINST THE PERSON,29
130,3,CRIMINAL MISCHIEF & RELATED OF,6
131,3,OTHER STATE LAWS,563
132,3,OTHER STATE LAWS (NON PENAL LAW),195
133,3,ASSAULT 3 & RELATED OFFENSES,568
134,3,MURDER & NON-NEGL. MANSLAUGHTER,11
135,3,DANGEROUS WEAPONS,191
136,3,MISCELLANEOUS PENAL LAW,190
137,3,BURGLAR'S TOOLS,30
138,3,GAMBLING,46
139,3,PROSTITUTION & RELATED OFFENSES,12
140,3,OFFENSES INVOLVING FRAUD,17
141,3,OFFENSES AGAINST PUBLIC SAFETY,3
142,3,RAPE,3
143,3,INTOXICATED/IMPAIRED DRIVING,19
144,3,KIDNAPPING & RELATED OFFENSES,3
145,3,THEFT-FRAUD,3
146,3,OFF. AGNST PUB ORD SENSBLTY &,18
147,3,FORCIBLE TOUCHING,18
148,3,FORGERY,115
149,3,BURGLARY,91
150,3,CRIMINAL MISCHIEF & RELATED OFFENSES,169
151,3,PETIT LARCENY,954
152,3,ALCOHOLIC BEVERAGE CONTROL LAW,17
153,3,POSSESSION OF STOLEN PROPERTY 5,38
154,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,132
155,3,OTHER OFFENSES RELATED TO THEFT,728
156,3,F.C.A. P.I.N.O.S.,7
157,3,MOVING INFRACTIONS,4
158,3,NEW YORK CITY HEALTH CODE,4
159,3,SEX CRIMES,23
