,BoroCode,OfnsDesc,CrimeCount
0,1,ABORTION,1
1,1,BURGLARY,1186
2,1,ALCOHOLIC BEVERAGE CONTROL LAW,124
3,1,INTOXICATED/IMPAIRED DRIVING,121
4,1,MOVING INFRACTIONS,115
5,1,FORGERY,1382
6,1,RAPE,101
7,1,OFFENSES AGAINST PUBLIC SAFETY,64
8,1,ROBBERY,1935
9,1,INTOXICATED & IMPAIRED DRIVING,1990
10,1,CRIMINAL MISCHIEF & RELATED OF,43
11,1,MISCELLANEOUS PENAL LAW,2252
12,1,DANGEROUS WEAPONS,2286
13,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2457
14,1,FELONY ASSAULT,2512
15,1,JOSTLING,32
16,1,NEW YORK CITY HEALTH CODE,24
17,1,HARRASSMENT 2,22
18,1,GRAND LARCENY OF MOTOR VEHICLE,125
19,1,ARSON,20
20,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),131
21,1,MURDER & NON-NEGL. MANSLAUGHTER,143
22,1,POSSESSION OF STOLEN PROPERTY,472
23,1,BURGLAR'S TOOLS,419
24,1,FRAUDS,390
25,1,F.C.A. P.I.N.O.S.,370
26,1,POSSESSION OF STOLEN PROPERTY 5,530
27,1,FORCIBLE TOUCHING,337
28,1,OFFENSES AGAINST THE PERSON,543
29,1,OTHER STATE LAWS (NON PENAL LA,315
30,1,HARASSMENT,272
31,1,GAMBLING,266
32,1,PROSTITUTION & RELATED OFFENSES,625
33,1,THEFT-FRAUD,211
34,1,FRAUDULENT ACCOSTING,168
35,1,ADMINISTRATIVE CODE,163
36,1,OFFENSES INVOLVING FRAUD,825
37,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,946
38,1,DISORDERLY CONDUCT,959
39,1,OTHER TRAFFIC INFRACTION,1132
40,1,LOITERING,20
41,1,SEX CRIMES,458
42,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,3135
43,1,CRIMINAL TRESPASS,4591
44,1,DISRUPTION OF A RELIGIOUS SERVICE,2
45,1,KIDNAPPING & RELATED OFFENSES,16
46,1,ESCAPE 3,2
47,1,ASSAULT 3 & RELATED OFFENSES,6745
48,1,VEHICLE AND TRAFFIC LAWS,6794
49,1,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
50,1,"UNDER THE INFLUENCE, DRUGS",1
51,1,CHILD ABANDONMENT/NON SUPPORT,1
52,1,PETIT LARCENY,10070
53,1,PARKING OFFENSES,1
54,1,OTHER STATE LAWS,10716
55,1,OFF. AGNST PUB ORD SENSBLTY &,1
56,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
57,1,OTHER OFFENSES RELATED TO THEFT,11766
58,1,DANGEROUS DRUGS,17678
59,1,HOMICIDE-NEGLIGENT-VEHICLE,1
60,1,CHILD ABANDONMENT/NON SUPPORT 1,4
61,1,GRAND LARCENY,3962
62,1,ADMINISTRATIVE CODES,2
63,1,ANTICIPATORY OFFENSES,16
64,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",5
65,1,OTHER STATE LAWS (NON PENAL LAW),3698
66,1,LOITERING FOR DRUG PURPOSES,8
67,1,ENDAN WELFARE INCOMP,10
68,1,OFFENSES RELATED TO CHILDREN,5
69,2,DISORDERLY CONDUCT,84
70,2,GRAND LARCENY OF MOTOR VEHICLE,213
71,2,RAPE,218
72,2,MURDER & NON-NEGL. MANSLAUGHTER,436
73,2,ENDAN WELFARE INCOMP,10
74,2,POSSESSION OF STOLEN PROPERTY 5,315
75,2,OFFENSES AGAINST PUBLIC SAFETY,39
76,2,MOVING INFRACTIONS,37
77,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",13
78,2,OFFENSES INVOLVING FRAUD,369
79,2,KIDNAPPING & RELATED OFFENSES,27
80,2,OFFENSES AGAINST THE PERSON,382
81,2,HARRASSMENT 2,16
82,2,FRAUDULENT ACCOSTING,23
83,2,OTHER TRAFFIC INFRACTION,436
84,2,HARASSMENT,317
85,2,OTHER STATE LAWS (NON PENAL LA,194
86,2,FORCIBLE TOUCHING,184
87,2,INTOXICATED/IMPAIRED DRIVING,177
88,2,THEFT-FRAUD,72
89,2,BURGLAR'S TOOLS,104
90,2,LOITERING,3
91,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),118
92,2,LOITERING FOR DRUG PURPOSES,3
93,2,CRIMINAL MISCHIEF & RELATED OF,61
94,2,ANTICIPATORY OFFENSES,3
95,2,CHILD ABANDONMENT/NON SUPPORT,3
96,2,ALCOHOLIC BEVERAGE CONTROL LAW,76
97,2,OFFENSES RELATED TO CHILDREN,47
98,2,ADMINISTRATIVE CODE,5
99,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
100,2,JOSTLING,1
101,2,F.C.A. P.I.N.O.S.,145
102,2,GAMBLING,151
103,2,POSSESSION OF STOLEN PROPERTY,162
104,2,HOMICIDE-NEGLIGENT-VEHICLE,1
105,2,ESCAPE 3,1
106,2,CHILD ABANDONMENT/NON SUPPORT 1,5
107,2,ARSON,40
108,2,DANGEROUS DRUGS,20080
109,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3855
110,2,INTOXICATED & IMPAIRED DRIVING,1300
111,2,BURGLARY,934
112,2,OTHER STATE LAWS (NON PENAL LAW),838
113,2,OTHER OFFENSES RELATED TO THEFT,6536
114,2,FORGERY,805
115,2,VEHICLE AND TRAFFIC LAWS,5811
116,2,MISCELLANEOUS PENAL LAW,1728
117,2,FELONY ASSAULT,3944
118,2,SEX CRIMES,639
119,2,GRAND LARCENY,1249
120,2,PETIT LARCENY,5023
121,2,ASSAULT 3 & RELATED OFFENSES,10527
122,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2550
123,2,ROBBERY,2717
124,2,OTHER STATE LAWS,2819
125,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1141
126,2,PROSTITUTION & RELATED OFFENSES,500
127,2,CRIMINAL TRESPASS,3743
128,2,DANGEROUS WEAPONS,3628
129,2,FRAUDS,510
130,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
131,3,VEHICLE AND TRAFFIC LAWS,5273
132,3,THEFT-FRAUD,67
133,3,ADMINISTRATIVE CODES,9
134,3,CHILD ABANDONMENT/NON SUPPORT 1,8
135,3,CRIMINAL MISCHIEF & RELATED OF,75
136,3,BURGLARY,1551
137,3,LOITERING,17
138,3,MISCELLANEOUS PENAL LAW,5117
139,3,ALCOHOLIC BEVERAGE CONTROL LAW,87
140,3,FORGERY,1450
141,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",8
142,3,ANTICIPATORY OFFENSES,6
143,3,ESCAPE 3,1
144,3,LOITERING FOR DRUG PURPOSES,6
145,3,OTHER STATE LAWS (NON PENAL LAW),1254
146,3,F.C.A. P.I.N.O.S.,77
147,3,HOMICIDE-NEGLIGENT-VEHICLE,2
148,3,OFFENSES AGAINST PUBLIC SAFETY,52
149,3,DANGEROUS WEAPONS,3533
150,3,FRAUDULENT ACCOSTING,14
151,3,PARKING OFFENSES,14
152,3,DISRUPTION OF A RELIGIOUS SERVICE,3
153,3,OTHER TRAFFIC INFRACTION,4556
154,3,FELONY ASSAULT,4838
155,3,ROBBERY,3318
156,3,JOSTLING,4
157,3,KIDNAPPING & RELATED OFFENSES,28
158,3,ENDAN WELFARE INCOMP,15
159,3,HARRASSMENT 2,29
160,3,CHILD ABANDONMENT/NON SUPPORT,3
161,3,CRIMINAL MISCHIEF & RELATED OFFENSES,3392
162,3,NEW YORK CITY HEALTH CODE,39
163,3,GRAND LARCENY,2253
164,3,POSSESSION OF STOLEN PROPERTY 5,461
165,3,INTOXICATED & IMPAIRED DRIVING,2116
166,3,OFFENSES RELATED TO CHILDREN,44
167,3,ARSON,49
168,3,CRIMINAL TRESPASS,2528
169,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,2487
170,3,PETIT LARCENY,5616
171,3,MOVING INFRACTIONS,126
172,3,FORCIBLE TOUCHING,224
173,3,INTOXICATED/IMPAIRED DRIVING,229
174,3,BURGLAR'S TOOLS,241
175,3,MURDER & NON-NEGL. MANSLAUGHTER,245
176,3,OFFENSES INVOLVING FRAUD,264
177,3,OTHER STATE LAWS,9324
178,3,PROSTITUTION & RELATED OFFENSES,586
179,3,GAMBLING,219
180,3,FRAUDS,581
181,3,OFFENSES AGAINST THE PERSON,378
182,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),379
183,3,POSSESSION OF STOLEN PROPERTY,501
