,BoroCode,OfnsDesc,CrimeCount
0,1,MURDER & NON-NEGL. MANSLAUGHTER,148
1,1,NEW YORK CITY HEALTH CODE,1
2,1,GRAND LARCENY OF MOTOR VEHICLE,152
3,1,FORCIBLE TOUCHING,168
4,1,DISORDERLY CONDUCT,197
5,1,THEFT-FRAUD,250
6,1,FRAUDS,257
7,1,PROSTITUTION & RELATED OFFENSES,298
8,1,OFFENSES AGAINST THE PERSON,302
9,1,OTHER STATE LAWS (NON PENAL LAW),314
10,1,RAPE,124
11,1,POSSESSION OF STOLEN PROPERTY 5,327
12,1,POSSESSION OF STOLEN PROPERTY,368
13,1,OTHER STATE LAWS,437
14,1,OFF. AGNST PUB ORD SENSBLTY &,472
15,1,OFFENSES INVOLVING FRAUD,511
16,1,OTHER TRAFFIC INFRACTION,575
17,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,680
18,1,SEX CRIMES,722
19,1,F.C.A. P.I.N.O.S.,786
20,1,INTOXICATED & IMPAIRED DRIVING,1194
21,1,BURGLAR'S TOOLS,340
22,1,GAMBLING,122
23,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),116
24,1,INTOXICATED/IMPAIRED DRIVING,105
25,1,LOITERING,1
26,1,CHILD ABANDONMENT/NON SUPPORT 1,2
27,1,CHILD ABANDONMENT/NON SUPPORT,3
28,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
29,1,ESCAPE 3,6
30,1,OFFENSES RELATED TO CHILDREN,6
31,1,OFFENSES AGAINST PUBLIC ADMINI,7
32,1,ENDAN WELFARE INCOMP,10
33,1,OFFENSES AGAINST PUBLIC SAFETY,15
34,1,ARSON,20
35,1,HARRASSMENT 2,23
36,1,KIDNAPPING & RELATED OFFENSES,23
37,1,MOVING INFRACTIONS,24
38,1,ANTICIPATORY OFFENSES,30
39,1,JOSTLING,32
40,1,ALCOHOLIC BEVERAGE CONTROL LAW,63
41,1,NYS LAWS-UNCLASSIFIED FELONY,65
42,1,OTHER STATE LAWS (NON PENAL LA,76
43,1,CRIMINAL MISCHIEF & RELATED OF,83
44,1,FRAUDULENT ACCOSTING,89
45,1,ADMINISTRATIVE CODE,93
46,1,BURGLARY,1430
47,1,CRIMINAL TRESPASS,1447
48,1,DISRUPTION OF A RELIGIOUS SERVICE,1
49,1,OTHER OFFENSES RELATED TO THEFT,2451
50,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,1878
51,1,MISCELLANEOUS PENAL LAW,1751
52,1,ASSAULT 3 & RELATED OFFENSES,6588
53,1,VEHICLE AND TRAFFIC LAWS,4898
54,1,DANGEROUS DRUGS,7488
55,1,GRAND LARCENY,4684
56,1,FELONY ASSAULT,2839
57,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2317
58,1,PETIT LARCENY,9550
59,1,DANGEROUS WEAPONS,1873
60,1,FORGERY,1511
61,1,ROBBERY,1918
62,2,CRIMINAL MISCHIEF & RELATED OF,107
63,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),89
64,2,FELONY ASSAULT,4011
65,2,GAMBLING,70
66,2,ADMINISTRATIVE CODE,111
67,2,ALCOHOLIC BEVERAGE CONTROL LAW,68
68,2,BURGLAR'S TOOLS,104
69,2,FORCIBLE TOUCHING,81
70,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,2690
71,2,DANGEROUS WEAPONS,2412
72,2,RAPE,170
73,2,GRAND LARCENY OF MOTOR VEHICLE,176
74,2,OTHER STATE LAWS,179
75,2,FRAUDS,216
76,2,POSSESSION OF STOLEN PROPERTY,237
77,2,OFFENSES AGAINST THE PERSON,246
78,2,POSSESSION OF STOLEN PROPERTY 5,251
79,2,OTHER STATE LAWS (NON PENAL LAW),251
80,2,MURDER & NON-NEGL. MANSLAUGHTER,278
81,2,INTOXICATED/IMPAIRED DRIVING,132
82,2,PETIT LARCENY,4022
83,2,OTHER STATE LAWS (NON PENAL LA,57
84,2,NYS LAWS-UNCLASSIFIED FELONY,62
85,2,ESCAPE 3,1
86,2,LOITERING FOR DRUG PURPOSES,1
87,2,ABORTION,1
88,2,ADMINISTRATIVE CODES,1
89,2,HOMICIDE-NEGLIGENT-VEHICLE,2
90,2,DANGEROUS DRUGS,8786
91,2,HARASSMENT,3
92,2,ANTICIPATORY OFFENSES,3
93,2,OFFENSES RELATED TO CHILDREN,4
94,2,JOSTLING,7
95,2,MOVING INFRACTIONS,8
96,2,VEHICLE AND TRAFFIC LAWS,4423
97,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",9
98,2,OFFENSES AGAINST PUBLIC SAFETY,12
99,2,DISORDERLY CONDUCT,12
100,2,MURDER & NON-NEGL. MANSLAUGHTE,14
101,2,KIDNAPPING & RELATED OFFENSES,16
102,2,HARRASSMENT 2,19
103,2,OFFENSES AGAINST PUBLIC ADMINI,27
104,2,ARSON,31
105,2,ENDAN WELFARE INCOMP,32
106,2,FRAUDULENT ACCOSTING,35
107,2,THEFT-FRAUD,52
108,2,PROSTITUTION & RELATED OFFENSES,285
109,2,CHILD ABANDONMENT/NON SUPPORT 1,9
110,2,OTHER TRAFFIC INFRACTION,294
111,2,ASSAULT 3 & RELATED OFFENSES,10087
112,2,CRIMINAL TRESPASS,716
113,2,OTHER OFFENSES RELATED TO THEFT,1666
114,2,FORGERY,766
115,2,INTOXICATED & IMPAIRED DRIVING,944
116,2,F.C.A. P.I.N.O.S.,364
117,2,SEX CRIMES,755
118,2,MISCELLANEOUS PENAL LAW,1542
119,2,BURGLARY,859
120,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2259
121,2,OFF. AGNST PUB ORD SENSBLTY &,459
122,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,825
123,2,ROBBERY,2113
