,SchoolDist,OfnsDesc,CrimeCount
0,1,OTHER TRAFFIC INFRACTION,36
1,1,INTOXICATED/IMPAIRED DRIVING,9
2,1,OTHER STATE LAWS (NON PENAL LA,10
3,1,DANGEROUS DRUGS,1213
4,1,OTHER STATE LAWS (NON PENAL LAW),14
5,1,FRAUDS,14
6,1,OTHER STATE LAWS,17
7,1,BURGLAR'S TOOLS,17
8,1,POSSESSION OF STOLEN PROPERTY,25
9,1,INTOXICATED & IMPAIRED DRIVING,32
10,1,FORGERY,38
11,1,OFF. AGNST PUB ORD SENSBLTY &,44
12,1,SEX CRIMES,51
13,1,GAMBLING,9
14,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,63
15,1,MISCELLANEOUS PENAL LAW,132
16,1,ROBBERY,160
17,1,DANGEROUS WEAPONS,162
18,1,OTHER OFFENSES RELATED TO THEFT,187
19,1,GRAND LARCENY,194
20,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,205
21,1,CRIMINAL MISCHIEF & RELATED OFFENSES,217
22,1,FELONY ASSAULT,237
23,1,VEHICLE AND TRAFFIC LAWS,274
24,1,CRIMINAL TRESPASS,275
25,1,PETIT LARCENY,309
26,1,ASSAULT 3 & RELATED OFFENSES,626
27,1,BURGLARY,80
28,1,FORCIBLE TOUCHING,8
29,1,POSSESSION OF STOLEN PROPERTY 5,24
30,1,OFFENSES INVOLVING FRAUD,8
31,1,ADMINISTRATIVE CODE,5
32,1,MOVING INFRACTIONS,2
33,1,ENDAN WELFARE INCOMP,5
34,1,ALCOHOLIC BEVERAGE CONTROL LAW,3
35,1,MURDER & NON-NEGL. MANSLAUGHTER,3
36,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),1
37,1,CRIMINAL MISCHIEF & RELATED OF,3
38,1,DISORDERLY CONDUCT,4
39,1,RAPE,8
40,1,OFFENSES AGAINST THE PERSON,5
41,1,THEFT-FRAUD,6
42,1,PROSTITUTION & RELATED OFFENSES,6
43,1,KIDNAPPING & RELATED OFFENSES,2
44,1,HOMICIDE-NEGLIGENT-VEHICLE,1
45,1,GRAND LARCENY OF MOTOR VEHICLE,6
46,1,F.C.A. P.I.N.O.S.,7
47,1,OFFENSES AGAINST PUBLIC SAFETY,2
48,1,ARSON,2
49,2,OFFENSES AGAINST THE PERSON,174
50,2,POSSESSION OF STOLEN PROPERTY,199
51,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
52,2,PROSTITUTION & RELATED OFFENSES,216
53,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
54,2,BURGLAR'S TOOLS,218
55,2,ADMINISTRATIVE CODES,1
56,2,NEW YORK CITY HEALTH CODE,1
57,2,SEX CRIMES,281
58,2,OTHER TRAFFIC INFRACTION,304
59,2,LOITERING FOR DRUG PURPOSES,1
60,2,OFFENSES INVOLVING FRAUD,311
61,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,336
62,2,DISORDERLY CONDUCT,339
63,2,OTHER STATE LAWS,372
64,2,INTOXICATED & IMPAIRED DRIVING,524
65,2,BURGLARY,693
66,2,CHILD ABANDONMENT/NON SUPPORT 1,1
